Rxn	Rxn name	Gene Protein Reaction Rule	EC Number	TN(s-1)	Substrate	Organism	Commentary	Reference
CRNt7pp	Carnitine/butyrobetaine antiporter (periplasm)	b0040						
CRNt8pp	L-carnitine/D-carnitine antiporter (periplasm)	b0040						
CRNtex	L-carnitine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
CS	citrate synthase	b0720						
CSND	Cytosine deaminase	b0337	3.5.4.1					
CSNt2pp	cytosine transport in via proton symport (periplasm)	b0336						
CSNtex	cytosine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
CTBTCAL2	Crotonobetaine-CoA Ligase	b0037						
CTBTabcpp	crotonobetaine transport via ABC system (periplasm)	(b2677 and b2678 and b2679)						
CTBTt2rpp	cronobetaine outward transport (H+ antiport)	b4111						
CTECOAI6	3-cis-2-trans-enoyl-CoA isomerase	b3846	5.3.3.8	540	3-trans-tetradecenoyl-CoA	Rattus norvegicus	"pH 8.0, 25°C, ECI"	"Functional characterization of DELTA3,DELTA2 enoyl CoA isomerases from rat liver, Zhang, D.; Yu, W.; Geisbrecht, B.V.; Gould, S.... <Preview truncated at 128 characters>"
CTECOAI7	3-cis-2-trans-enoyl-CoA isomerase	b3846	5.3.3.8	540	3-trans-tetradecenoyl-CoA	Rattus norvegicus	"pH 8.0, 25°C, ECI"	"Functional characterization of DELTA3,DELTA2 enoyl CoA isomerases from rat liver, Zhang, D.; Yu, W.; Geisbrecht, B.V.; Gould, S.... <Preview truncated at 128 characters>"
CTECOAI8	3-cis-2-trans-enoyl-CoA isomerase	b3846	5.3.3.8	540	3-trans-tetradecenoyl-CoA	Rattus norvegicus	"pH 8.0, 25°C, ECI"	"Functional characterization of DELTA3,DELTA2 enoyl CoA isomerases from rat liver, Zhang, D.; Yu, W.; Geisbrecht, B.V.; Gould, S.... <Preview truncated at 128 characters>"
CTPS2	CTP synthase (glutamine)	b2780	6.3.4.2					
CU1Opp	Cuprous Oxidase (Cu+1)	b0123						
CU1abcpp	Copper (Cu +1) ABC transporter (periplasm)	b0484						
CU2abcpp	Copper (Cu+2) ABC transporter (periplasm)	b3469						
CU2tex	copper (Cu+2) transport via diffusion (extracellular to periplasm)	(b2215 or b0241 or b0929 or b1377)						
CU2tpp	copper transport in via permease (no H+)	b3040						
CUt3	copper transport out via proton antiport	(b0572 and b0573 and b0574 and b0575)						
CUtex	copper (Cu+1) transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
CYANST	Cyanide sulfurtransferase	b3425	2.8.1.1					
CYANSTpp	Cyanide sulfurtransferase (periplasmic)	b1308	2.8.1.1					
CYANtex	Cyanide transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
CYNTAH	Cyanate aminohydrolase	b0340						
CYNTt2pp	Cyanate transport via proton symport (periplasm)	b0341						
CYNTtex	Cyanate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
CYSDDS	D-cysteine desulfhydrase	b1919	4.4.1.15	13800	D-Cysteine	Solanum lycopersicum	-	"The interconversion of ACC deaminase and D cysteine desulfhydrase by diected mutagenesis, Todorovic, B.; Glick, B.R.; Planta 229... <Preview truncated at 128 characters>"
CYSDS	Cysteine Desulfhydrase	(b3708 or b3008)	4.1.99.1	42	L-Trp	Symbiobacterium thermophilum	-	"Purification and properties of thermostable tryptophanase from an obligately symbiotic thermophile, Symbiobacterium thermophilum... <Preview truncated at 128 characters>"
CYSDabcpp	D-cysteine uptake via ABC system (periplasm)							
CYSDtex	D-cysteine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
CYSS	cysteine synthase	(b2414 or b2421)						
CYSSADS	L-cysteine sulfinic acid desulfurase	b2810	4.1.1.12	442	L-Asp	Alcaligenes faecalis	"wild type enzyme, at pH 5.0 and 37°C"	"Structure, assembly, and mechanism of a PLP dependent dodecameric L aspartate beta decarboxylase Chen, H.J.; Ko, T.P.; Lee, C.Y.... <Preview truncated at 128 characters>"
CYSTL	cystathionine b-lyase	(b1622 or b3008)	4.4.1.8					
CYSTRS	Cysteinyl-tRNA synthetase	b0526	6.1.1.16	142	ATP	Escherichia coli	"ATP diphosphate exchange reaction, recombinant His tagged Zn2+ wild type enzyme"	"Zinc mediated amino acid discrimination in cysteinyl tRNA synthetase, Zhang, C.M.; Christian, T.; Newberry, K.J.; Perona, J.J.; ... <Preview truncated at 128 characters>"
CYSabc2pp	L-cysteine export via ABC system (cytoplasm to periplasm)	(b0886 and b0887)						
CYSabcpp	L-cysteine uptake via ABC system (periplasm)							
CYStex	L-cysteine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
CYStpp	L-cysteine export via facilitated transport	(b2578 or b1533)						
CYTBDpp	cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm)	((b0978 and b0979) or (b0733 and b0734))						
CYTBO3_4pp	cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)	(b0429 and b0430 and b0431 and b0432)						
CYTD	cytidine deaminase	b2143	3.5.4.5					
CYTDH	Cytidine hydrolase	(b2162 or b0651 or b0030)	3.2.2.8					
CYTDK2	cytidine kinase (GTP)	b2066						
CYTDt2pp	cytidine transport in via proton symport (periplasm)	(b2393 or b2964)						
CYTDt2rpp	"cytidine transport in via proton symport, reversible (periplasm)"	b2406						
CYTDtex	cytidine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
CYTK1	cytidylate kinase (CMP)	b0910	2.7.4.14	410	CMP	Dictyostelium sp.	"pH 7.4, 37°C"	"Reaction of human UMP CMP kinase with natural and analog substrates, Pasti, C.; Gallois Montbrun, S.; Munier Lehmann, H.; Veron,... <Preview truncated at 128 characters>"
CYTK2	cytidylate kinase (dCMP)	b0910	2.7.4.14	410	CMP	Dictyostelium sp.	"pH 7.4, 37°C"	"Reaction of human UMP CMP kinase with natural and analog substrates, Pasti, C.; Gallois Montbrun, S.; Munier Lehmann, H.; Veron,... <Preview truncated at 128 characters>"
D-LACt2pp	D-lactate transport via proton symport (periplasm)	(b3603 or b2975)						
D-LACtex	D-lactate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DAAD	D-Amino acid dehydrogenase	b1189	1.4.99.1					
DADA	Deoxyadenosine deaminase	b1623						
DADK	deoxyadenylate kinase	b0474	2.7.4.11	20000	NA	NA	NA	NA
DADNt2pp	deoxyadenosine transport in via proton symport (periplasm)	(b2964 or b2393)						
DADNtex	deoxyadenosine transport via diffusion (extracellular to periplasm)	b0411						
DAGK120	diacylglycerol kinase (n-C12:0)	b4042	2.7.1.107					
DAGK140	diacylglycerol kinase (n-C14:0)	b4042	2.7.1.107					
DAGK141	diacylglycerol kinase (n-C14:1)	b4042	2.7.1.107					
DAGK160	diacylglycerol kinase (n-C16:0)	b4042	2.7.1.107					
DAGK161	diacylglycerol kinase (n-C16:1)	b4042	2.7.1.107					
DAGK180	diacylglycerol kinase (n-C18:0)	b4042	2.7.1.107					
DAGK181	diacylglycerol kinase (n-C18:1)	b4042	2.7.1.107					
DALAt2pp	D-alanine transport in via proton symport (periplasm)	b4208						
DALAtex	D-Alanine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DAMPtex	dAMP transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DAPAL	"2,3-diaminopropionate amonnia lyase"	b2871	4.3.1.15					
DAPDC	diaminopimelate decarboxylase	b2838	4.1.1.20	15.65	"meso-2,6-diaminoheptanedioate"	Helicobacter pylori	"wild type enzyme, in 100 mM Tris, pH 8.0"	The catalytic intermediate stabilized by a down active site loop for diaminopimelate decarboxylase from Helicobacter pylori. Enz... <Preview truncated at 128 characters>
DAPE	diaminopimelate epimerase	b3809	5.1.1.7	128	"LL-2,6-Diaminoheptanedioate"	Haemophilus influenzae	forward reaction	"Catalytic mechanism of diaminopimelate epimerase: A QM/MM investigation, Stenta, M.; Calvaresi, M.; Altoè, P.; Spinelli, D.; Gar... <Preview truncated at 128 characters>"
DAPabcpp	M-diaminopimelic acid ABC transport (periplasm)							
DAPtex	"1,5-Diaminopentane transport via diffusion (extracellular to periplasm)"	(b0241 or b0929 or b1377 or b2215)						
DASYN120	CDP-diacylglycerol synthetase (n-C12:0)	b0175	2.7.7.41					
DASYN140	CDP-diacylglycerol synthetase (n-C14:0)	b0175	2.7.7.41					
DASYN141	CDP-diacylglycerol synthetase (n-C14:1)	b0175	2.7.7.41					
DASYN160	CDP-diacylglycerol synthetase (n-C16:0)	b0175	2.7.7.41					
DASYN161	CDP-diacylglycerol synthetase (n-C16:1)	b0175	2.7.7.41					
DASYN180	CDP-diacylglycerol synthetase (n-C18:0)	b0175	2.7.7.41					
DASYN181	CDP-diacylglycerol synthetase (n-C18:1)	b0175	2.7.7.41					
DATPHs	dATP amine hydrolysis (spontaneous)	s0001						
DB4PS	"3,4-Dihydroxy-2-butanone-4-phosphate synthase"	b3041						
DBTS	dethiobiotin synthase	b0778	6.3.3.3					
DC6PH	diacetylchitobiose-6-phosphate hydrolase	b1734						
DCAtex	Decanoate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DCMPtex	dCMP transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DCTPD	dCTP deaminase	b2065	3.5.4.13	24.9	dCMP	Paramecium bursaria Chlorella virus 1	"pH 9.5, 42°C, in presence of 0.1 mM dCTP"	"Chloroviruses encode a bifunctional dCMP dCTP deaminase that produces two key intermediates in dTTP formation, Zhang, Y.; Maley,... <Preview truncated at 128 characters>"
DCYTD	deoxycytidine deaminase	b2143	3.5.4.14					
DCYTt2pp	deoxycytidine transport in via proton symport (periplasm)	(b2393 or b2964)						
DCYTtex	deoxycytidine transport via diffusion (extracellular to periplasm)	b0411						
DDCAtexi	Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm)	b2344						
DDGALK	2-dehydro-3-deoxygalactonokinase	b3693	2.7.1.58					
DDGLCNt2rpp	"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)"	b3909						
DDGLCNtex	2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm)	(b0929 or b1377 or b2215 or b0241)						
DDGLK	2-dehydro-3-deoxygluconokinase	b3526	2.7.1.45	60.8	2-dehydro-3-deoxy-D-gluconate	Sulfolobus solfataricus	"in 50 mM Tris HCl, pH 7.2, at 70°C"	"Characterization of Sulfolobus solfataricus 2 keto 3 deoxy D gluconate kinase in the modified Entner Doudoroff pathway, Kim, S.;... <Preview truncated at 128 characters>"
DDPA	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	(b2601 or b0754 or b1704)	4.1.2.15					
DDPGALA	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	b4477	4.1.2.21					
DGK1	deoxyguanylate kinase (dGMP:ATP)	b3648	2.7.4.8	1121	GMP	Plasmodium falciparum	mutant D74A	"Molecular cloning, expression, characterization and mutation of Plasmodium falciparum guanylate kinase, Kandeel, M.; Nakanishi, ... <Preview truncated at 128 characters>"
DGMPtex	dGMP transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DGSNt2pp	deoxyguanosine transport in via proton symport (periplasm)	b2964						
DGSNtex	deoxyguanosine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DHACOAH	"2,3-dehydroadipyl-CoA hydratase"	b1393						
DHAD1	"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)"	b3771	4.2.1.9	75.8	"2,3-dihydroxyisovalerate"	Sulfolobus solfataricus 	-	"Catalytic promiscuity in dihydroxy acid dehydratase from the thermoacidophilic archaeon Sulfolobus solfataricus, Kim, S.; Lee, S... <Preview truncated at 128 characters>"
DHAD2	"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)"	b3771						
DHAPT	Dihydroxyacetone phosphotransferase	(b1200 and b1199 and b1198 and b2415 and b2416)						
DHAtex	Dihydroxyacetone transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DHAtpp	Dihydroxyacetone transport via facilitated diffusion (periplasm)							
DHBD	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"	b0596	1.3.1.28					
DHBS	"2,3-dihydroxybenzoate adenylate synthase"	b0594	2.7.7.58	5.83	ATP	Escherichia coli	"pH 9.0, 37°C"	"Subcloning, expression, and purification of the enterobactin biosynthetic enzyme 2,3 dihydroxybenzoate AMP ligase: demonstration... <Preview truncated at 128 characters>"
DHBSH	"2,3-dihydroxybenzoylserine hydrolase"							
DHCIND	"2,3-dihydroxycinnamate dehydrogenase"	b2541						
DHCINDO	"2,3-dihydroxycinnamate 1,2-dioxygenase"	b0348						
DHDPRy	dihydrodipicolinate reductase (NADPH)	b0031	1.3.1.26	19	"2,3-dihydrodipicolinate"	Thermotoga maritima	"apparent value, at 45°C"	"Characterization of dihydrodipicolinate reductase from Thermotoga maritima reveals evolution of substrate binding kinetics, Pear... <Preview truncated at 128 characters>"
DHDPS	dihydrodipicolinate synthase	b2478	4.2.1.52	223	L-aspartate-4-semialdehyde	Escherichia coli	-	"The pyruvate aspartic semialdehyde condensing enzyme of Escherichia coli, Shedlarski, J.G.; Gilvarg, C.; J. Biol. Chem. 245, 136... <Preview truncated at 128 characters>"
DHFR	dihydrofolate reductase	(b1606 or b0048)	1.5.1.3	284	"7,8-dihydrofolate"	Pneumocystis carinii 	"pH 7.4, 37°C, wild type enzyme"	
DHFS	dihydrofolate synthase	b2315	6.3.2.12	20000	NA	NA	NA	NA
DHMPTR	Dihydromonapterin reductase	b1606						
DHNAOT4	"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	b3930						
DHNCOAS	"1,4-dihydroxy-2-napthoyl-CoA synthase"	b2262						
DHNCOAT	"1,4-dihydroxy-2-napthoyl-CoA thioesterase"	b0736						
DHNPA2r	dihydroneopterin aldolase reversible	b3058	4.1.2.25					
DHNPTE	Dihydroneopterin epimerase	b3058						
DHORD2	dihydoorotic acid dehydrogenase (quinone8)	b0945	1.3.3.1					
DHORD5	dihydroorotic acid (menaquinone-8)	b0945	1.3.3.1					
DHORDfum	Fumarate dependent DHORD							
DHORTS	dihydroorotase	b1062	3.5.2.3					
DHPPD	"2,3-dihydroxyphenylpropionate dehydrogenase"	b2541						
DHPPDA2	diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)	b0414	3.5.4.26					
DHPS2	dihydropteroate synthase	b3177	2.5.1.15					
DHPTDCs2	"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)"	s0001						
DHPTDNR	dihydropteridine reductase	b0578						
DHPTDNRN	dihydropteridine reductase (NADH)	b0578						
DHPTPE	dihydroneopterin triphosphate 2-epimerase	b2303						
DHQS	3-dehydroquinate synthase	b3389	4.2.3.4	19	3-deoxy-D-arabino-heptulosonic-acid-7-phosphate	Neurospora crassa 	-	"The 3 dehydroquinate synthase activity of the pentafunctional arom enzyme complex of Neurospora crassa is Zn2+ dependent, Lamber... <Preview truncated at 128 characters>"
DHQTi	"3-dehydroquinate dehydratase, irreversible"	b1693	4.2.1.10					
DIMPtex	dIMP transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DINSt2pp	deoxyinosine transport in via proton symport (periplasm)	b2964						
DINStex	deoxyinosine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DKGLCNR1	"2,5-diketo-D-gluconate reductase"	(b0207 or b3012)						
DKGLCNR2x	"2,5-diketo-D-gluconate reductase (NADH)"	b3553						
DKGLCNR2y	"2,5-diketo-D-gluconate reductase (NADPH)"	b3553						
DMATT	dimethylallyltranstransferase	b0421	2.5.1.1	1.4	dimethylallyl-diphosphate	Picea abies	-	"A bifunctional geranyl and geranylgeranyl diphosphate synthase is involved in terpene oleoresin formation in Picea abies, Schmid... <Preview truncated at 128 characters>"
DMPPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	b0029						
DMQMT	3-Dimethylubiquinonol 3-methyltransferase	b2232						
DMSOR1pp	Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm)	(b1872 and b1873)						
DMSOR2pp	Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)	(b1872 and b1873)						
DMSOtex	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DMSOtpp	Dimethyl sulfoxide transport via diffusion (periplasm)	s0001						
DMStex	Dimethyl sulfide transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DNMPPA	Dihydroneopterin monophosphate dephosphorylase							
DNTPPA	Dihydroneopterin triphosphate pyrophosphatase	(b0099 or b1865)						
DOGULNR	"2,3 dioxo-L-gulonate reductase"	b3575						
DOPAtex	dopamine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DOXRBCNtex	Doxorubicin transport via diffusion (extracellular to periplasm)	(b1377 or b2215 or b0929 or b0241)						
DOXRBCNtpp	Doxorubicin transport via TolC system	((b0463 and b0462 and b3035) or (b0463 and b2470 and b3035))						
DPCOAK	dephospho-CoA kinase	b0103	2.7.1.24					
DPR	2-dehydropantoate 2-reductase	(b0425 or b3774)	1.1.1.169					
DRPA	deoxyribose-phosphate aldolase	b4381	4.1.2.4					
DSBAO1	DsbA protein reoxidation reaction (aerobic)	(b3860 and b1185)						
DSBAO2	DsbA protein reoxidation reaction (anaerobic)	(b3860 and b1185)						
DSBCGT	DsbC:glutathione thiotransferase	b2893						
DSBDR	DsbD reductase	((b4136 and b2582) or (b4136 and b3781))						
DSBGGT	DsbG:glutathione thiotransferase	b0604						
DSERDHr	D-serine dehydrogenase	b1539						
DSERt2pp	D-serine transport in via proton symport (periplasm)	b4208						
DSERtex	D-serine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DTMPK	dTMP kinase	b1098	2.7.4.9	8.9	ATP	Streptococcus pneumoniae	"pH 8.5, 25°C"	Characterization of Streptococcus pneumoniae thymidylate kinase: steady state kinetics of the forward reaction and isothermal ti... <Preview truncated at 128 characters>
DTMPtex	dTMP transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DUMPtex	dUMP transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
DURADx	dihydrouracil dehydrogenase (NAD)	(b2147 and b2146)	1.3.1.1	20000	NA	NA	NA	NA
DURIK1	deoxyuridine kinase (ATP:Deoxyuridine)	b1238						
DURIPP	deoxyuridine phosphorylase	(b4382 or b4384)						
DURIt2pp	deoxyuridine transport in via proton symport (periplasm)	(b2964 or b2393)						
DURItex	deoxyuridine transport via diffusion (extracellular to periplasm)	b0411						
DUTPDP	dUTP diphosphatase	(b3640 or b2251)	3.6.1.23	65	dUDP	Leishmania major	"pH 8, 25°C"	"Kinetic properties and inhibition of the dimeric dUTPase dUDPase from Leishmania major, Hidalgo Zarco, F.; Camacho, A.G.; Bernie... <Preview truncated at 128 characters>"
DXPRIi	1-deoxy-D-xylulose reductoisomerase	b0173						
DXPS	1-deoxy-D-xylulose 5-phosphate synthase	b0420						
DXYLK	1-Deoxy-D-xylulose kinase	b3564						
E4PD	Erythrose 4-phosphate dehydrogenase	(b2927 or b1779)						
EAR100x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	b1288	1.3.1.9	70	trans-but-2-enoyl-[acyl-carrier-protein]	Streptococcus pneumoniae	"30°C, pH 6.5, in the presence of 100 mM NH4+"	"Characterization of Streptococcus pneumoniae enoyl (acyl carrier protein) reductase (FabK), Marrakchi, H.; Dewolf, W.E., Jr.; Qu... <Preview truncated at 128 characters>"
